41282723,-2.5997937,1.8250049,9.109457
41282733,-2.4010072,2.010619,9.1202345
41282743,-2.3950195,1.9770886,9.083112
41282843,-2.4261549,1.7435743,9.480685
41282853,-2.3950195,1.6860938,9.396859
41282863,-2.290836,1.6669335,9.378897
41282873,-2.335144,1.7651294,9.422007
41282883,-2.3734643,1.7842896,9.377699
41282893,-2.274071,1.8285974,9.404044
41282903,-2.2728736,1.5878979,9.570498
41282913,-2.13516,1.7675244,9.821975
41282923,-2.13516,1.8357825,9.843531
41282933,-2.3040087,1.9818786,9.863888
41282944,-2.151925,1.8860779,9.883048
41282954,-1.895658,1.8309925,9.9153805
41282964,-1.648971,1.9950513,9.873468
41282974,-1.4238391,2.1842577,9.998009
41282984,-1.3040881,2.066902,10.142908
41282994,-1.0538086,1.6801062,9.835148
41283004,-1.2082874,1.3903089,10.197993
41283014,-1.0142908,0.33889526,10.469828
41283024,-0.6227051,-0.39996827,10.831476
41283034,-0.086220704,-0.5676196,10.994337
41283044,0.3796106,-0.16765137,10.688972
41283054,0.3185376,-0.14130615,10.587184
41283064,0.039517824,-0.5616321,10.984757
41283074,0.3568579,-1.3927039,11.7930765
41283084,1.1543994,-1.9555335,11.995456
41283094,1.2585827,-1.9243982,11.727213
41283104,1.2430152,-1.2717553,11.686498
41283114,1.3903089,-1.108894,11.145224
41283124,0.90411985,-1.7280066,10.750045
41283134,1.0118958,-2.290836,10.887759
41283145,1.3759388,-2.618954,11.032658
41283155,1.5567627,-2.6393116,11.080558
41283165,1.0765613,-2.8596532,10.605146
41283175,0.51971924,-3.2428565,10.4003725
41283185,0.21914428,-3.1051428,10.419533
41283195,0.2945874,-2.6764343,10.124945
41283205,0.22273682,-2.630929,10.05549
41283215,0.104183346,-2.8045678,10.086625
41283225,0.10298584,-3.102748,10.050699
41283235,0.05508545,-3.5254688,10.106982
41283245,-0.043110352,-3.8092785,10.190808
41283255,-0.18202148,-3.9074743,10.450667
41283265,-0.26105714,-4.008065,10.359657
41283275,-0.43349853,-3.9901025,10.50695
41283285,-0.6813831,-3.9781275,10.321337
41283295,-0.8586145,-3.969745,10.542876
