306203788,-4.446354,-3.6200721,6.947952
306203798,-4.364923,-3.0308971,5.9564137
306203808,-4.9289503,-1.2011023,5.6953564
306203909,-5.0019984,-3.3805702,7.9059596
306203919,-4.9457154,-3.7649708,8.254435
306203929,-4.8654823,-3.969745,8.565787
306203939,-4.9229627,-3.817661,8.604108
306203949,-5.132527,-3.7003052,9.038804
306203959,-5.083429,-3.906277,10.950029
306203969,-5.1995873,-4.2595425,11.100916
306203979,-4.4271936,-4.684658,10.096205
306203989,-4.2487645,-4.0044727,8.956176
306203999,-4.2834926,-3.7793407,8.407716
306204009,-4.28948,-3.906277,8.243657
306204019,-4.4128237,-3.3230896,8.177794
306204029,-4.6726832,-2.7327173,7.890392
306204039,-5.0091834,-2.581831,7.683223
306204049,-5.1145644,-2.6417065,7.740703
306204060,-5.4235215,-2.7818153,7.940687
306204070,-5.647456,-2.9327013,8.363408
306204080,-5.8031325,-2.7686427,8.799302
306204090,-6.0342517,-2.5363257,8.729846
306204100,-6.0665846,-2.3854394,8.401729
306204110,-5.8342676,-2.9422815,6.929989
306204120,-5.9612036,-3.3230896,6.610254
306204130,-6.319259,-2.3435266,6.77072
306204140,-6.6868944,-1.6142431,7.34313
306204150,-6.9539394,-0.7879614,7.8005786
306204160,-6.6988697,-0.71850586,6.7264123
306204170,-6.2150755,-1.4717395,5.6007533
306204180,-6.508466,-0.49097902,5.5289025
306204190,-6.1671753,0.29817992,3.67396
306204200,-5.50615,-0.52450925,1.4573693
306204210,-6.084547,-4.5074267,1.0418335
306204220,-5.4881873,-5.7468495,2.0357666
306204230,-5.1672544,-4.5864625,2.029779
306204240,-5.334906,-2.926714,1.595083
306204251,-5.4953723,-3.2895594,1.6022681
306204261,-5.4606447,-5.007986,2.266886
306204271,-5.2307224,-6.7312026,2.8979735
306204281,-4.5217967,-7.476053,3.117118
306204291,-4.035608,-7.2796617,2.889591
306204301,-3.7925134,-6.8820887,2.0752845
306204311,-3.5350487,-6.7204247,0.8801697
306204321,-3.6260595,-6.73719,0.42511597
306204331,-3.566184,-6.983877,0.16286133
306204341,-3.2835717,-7.339537,0.42511597
306204351,-3.485951,-8.315508,1.4489868
306204361,-3.974535,-10.005194,2.687212
306204371,-4.4247985,-11.379935,3.5063086
306204381,-4.3517504,-11.512859,3.634442
306204391,-3.8296363,-10.335707,2.3722668
306204401,-3.2955468,-7.9861927,0.5604346
306204411,-2.8931837,-6.2306433,-1.289718
306204421,-3.0081446,-5.8737855,-2.2094054
306204431,-3.2356713,-6.3959,-2.7818153
306204442,-3.6559973,-7.331155,-2.9111462
306204452,-4.077521,-7.9035645,-2.6536818
306204462,-4.331393,-8.184979,-3.793711
306204472,-5.253475,-8.996891,-2.6165588
306204482,-5.52052,-9.485475,-1.4525794
306204492,-5.8438478,-9.442365,-2.2453308
306204502,-5.9276733,-9.660312,-3.251239
306204512,-6.2426186,-10.049502,-4.8810496
306204522,-6.157595,-9.551338,-6.470145
306204532,-6.7264123,-9.455537,-6.868916
306204542,-7.5131764,-9.319021,-6.8772984
306204552,-8.127499,-8.729846,-6.715635
306204562,-8.612491,-8.681946,-6.644982
306204572,-10.197993,-7.6544824,-5.18881
306204582,-11.832594,-7.2006264,-6.8677187
306204592,-12.86365,-7.247329,-7.270082
306204602,-11.688892,-7.3000197,-8.584948
306204612,-10.647059,-7.874824,-6.495293
306204622,-11.438613,-9.465117,-2.4848328
306204632,-9.735754,-10.370435,-2.5004003
306204643,-9.398057,-9.745335,-5.3600535
306204653,-10.271041,-5.2582655,-6.340814
306204663,-10.96919,-0.16046631,-6.036647
306204673,-10.267448,1.463357,-6.1911254
306204683,-8.162227,-2.396217,-4.764891
306204693,-6.564749,-4.493057,-3.3961377
306204703,-6.4713426,-3.8631666,-3.566184
306204713,-7.460486,-2.0609143,-6.0713744
306204723,-6.525231,-1.6621436,-7.373068
306204733,-5.78038,-4.0332127,-7.355105
306204743,-5.4510646,-6.9036436,-7.04974
306204753,-5.457052,-6.5743284,-5.909711
306204763,-4.4415636,-2.8608508,-4.6762757
306204773,-3.8284388,-3.6068995,-4.702621
306204783,-4.357738,-3.2835717,-4.160149
306204793,-4.853507,-0.09939331,-4.0894957
306204803,-5.0355287,0.37242553,-4.445156
306204813,-5.22713,-2.8979735,-2.8033705
306204823,-4.7553115,-5.706134,-1.8621277
306204834,-4.206852,-6.037844,-1.2322376
306204844,-4.237987,-5.2498827,-1.162782
306204854,-4.198469,-4.902605,-0.43709105
306204864,-3.913462,-3.7889209,-1.3986914
306204874,-2.7590625,-2.4525,-5.743257
306204884,-3.9433997,-2.586621,-7.056925
306204894,-6.2150755,-4.7050157,-5.659431
306204904,-7.0557275,-5.8342676,-7.818541
306204914,-7.164701,-5.388794,-8.923842
306204924,-7.7442956,-4.7624965,-10.068662
306204934,-8.7897215,-4.812792,-9.656719
306204953,-9.515412,-4.6271777,-10.154882
306204963,-10.528506,-5.149292,-11.722424
306204973,-10.000404,-6.3863196,-11.56076
306204983,-10.330916,-9.010063,-8.519085
306204993,-9.469907,-6.2893214,-8.807684
306205003,-8.180189,-2.4740553,-9.763297
306205013,-7.459288,-0.30057496,-10.978769
306205023,-7.6496925,-0.17603393,-10.491383
